Student_ID,Age,Gender,Parental_Education,Study_Hours_Per_Week,Attendance_Rate,Past_Exam_Score,Internal_Assessment_Score,Assignment_Completion_Rate,Tutoring_Classes,Internet_Access,Extracurricular_Activities,Sleep_Hours_Per_Day,Final_Score,Performance_Category,Passed,Attendance_Group,Study_Hours_Group,Risk_Level,Grade_Point
STU1918,22,Female,Bachelor,25.2,84.4,54.0,27.5,73.4,Yes,Yes,Yes,7.0,75.0,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.5
STU1919,20,Male,Diploma,24.4,64.6,92.0,41.9,66.1,No,Yes,Yes,9.3,71.7,Merit,Yes,Critical (<65%),High (>16 hrs),Low Risk,7.17
STU1920,18,Female,Bachelor,15.0,77.3,73.0,33.1,71.5,Yes,Yes,No,6.7,74.3,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.43
STU1921,21,Female,High School,6.7,77.9,72.3,33.5,78.5,No,Yes,No,4.0,57.9,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.79
STU1922,19,Male,High School,12.6,96.3,51.4,22.4,86.9,Yes,Yes,No,4.8,63.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.3
STU1923,21,Female,Bachelor,15.3,75.4,47.2,21.7,79.5,Yes,Yes,Yes,5.7,58.4,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.84
STU1924,20,Male,Master,35.0,78.7,64.2,30.6,78.7,No,Yes,Yes,10.0,69.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.99
STU1925,19,Female,High School,4.0,87.6,57.0,23.1,85.0,No,No,Yes,7.0,52.0,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.2
STU1926,18,Female,High School,12.6,73.6,73.6,27.4,65.9,Yes,Yes,No,8.2,67.8,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.78
STU1927,19,Female,High School,17.6,85.6,74.5,26.3,89.6,No,Yes,Yes,8.1,69.0,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.9
STU1928,19,Male,Bachelor,13.7,96.5,65.9,32.8,94.4,Yes,Yes,Yes,5.6,78.4,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.84
STU1929,20,Female,Diploma,14.5,65.1,76.6,28.9,71.4,No,Yes,Yes,5.0,61.7,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.17
STU1930,19,Male,Bachelor,8.4,81.6,67.7,32.1,73.7,No,No,Yes,7.7,62.1,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.21
STU1931,18,Male,High School,20.4,67.7,52.8,19.7,68.1,Yes,Yes,No,4.6,55.6,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.56
STU1932,21,Male,High School,13.2,44.0,62.2,24.0,45.0,No,Yes,No,8.1,52.5,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.25
STU1933,23,Female,Diploma,14.4,73.1,66.9,27.6,71.9,Yes,Yes,No,6.9,64.8,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.48
STU1934,19,Female,Bachelor,21.5,92.3,78.0,35.8,77.5,No,Yes,No,7.7,76.2,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.62
STU1935,18,Female,Bachelor,10.9,82.9,68.1,26.1,79.1,No,No,No,7.3,64.5,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.45
STU1936,19,Female,High School,23.8,55.1,57.0,23.5,61.5,No,Yes,Yes,7.4,58.1,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.81
STU1937,18,Male,Master,6.1,91.2,78.5,35.2,81.6,Yes,Yes,No,7.1,77.9,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.79
STU1938,21,Female,Diploma,14.9,94.1,70.3,27.4,85.8,Yes,Yes,Yes,7.3,69.9,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.99
STU1939,18,Male,Bachelor,8.1,72.8,86.6,44.0,78.5,Yes,Yes,Yes,7.1,73.9,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.39
STU1940,19,Female,Bachelor,6.9,57.0,66.2,23.8,52.1,No,Yes,No,5.5,53.0,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.3
STU1941,19,Female,High School,30.5,70.4,50.5,22.0,75.1,No,Yes,No,6.6,58.5,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.85
STU1942,19,Female,Bachelor,6.3,88.8,81.5,41.1,75.6,No,Yes,No,9.4,69.8,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.98
STU1943,20,Female,Bachelor,13.3,70.2,56.9,21.0,59.9,No,Yes,No,7.3,57.9,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.79
STU1944,21,Male,Diploma,6.0,86.9,69.1,30.7,74.5,Yes,Yes,Yes,8.3,72.8,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.28
STU1945,18,Male,Bachelor,23.1,91.8,67.6,30.9,89.6,Yes,Yes,Yes,5.9,80.4,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.04
STU1946,18,Female,High School,10.4,87.5,65.6,26.7,79.4,Yes,Yes,Yes,5.9,64.9,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.49
STU1947,18,Male,Bachelor,21.4,82.6,62.6,27.9,85.3,Yes,No,No,5.7,68.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.85
STU1948,21,Male,Diploma,17.3,87.9,41.9,20.8,82.0,Yes,Yes,No,5.5,58.8,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.88
STU1949,21,Male,Bachelor,35.0,56.0,51.0,21.3,49.6,No,Yes,Yes,5.2,47.8,At-Risk,No,Critical (<65%),High (>16 hrs),High Risk,4.78
STU1950,19,Female,High School,5.3,55.3,80.7,39.0,63.0,Yes,Yes,Yes,7.3,67.6,Merit,Yes,Critical (<65%),Low (<8 hrs),High Risk,6.76
STU1951,20,Male,High School,7.4,74.6,71.0,33.3,64.4,Yes,No,No,6.6,66.1,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.61
STU1952,20,Male,High School,20.8,80.4,91.7,39.2,82.1,No,Yes,No,8.0,78.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.85
STU1953,18,Female,High School,15.2,81.6,50.5,26.7,70.5,Yes,Yes,No,6.7,64.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.48
STU1954,21,Female,Diploma,11.4,87.6,64.6,26.5,78.2,No,Yes,Yes,4.4,57.1,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.71
STU1955,19,Male,High School,32.1,79.6,81.3,39.6,80.9,Yes,Yes,No,7.5,86.0,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,8.6
STU1956,19,Male,Bachelor,12.8,55.2,57.1,23.2,67.7,No,Yes,No,4.8,48.8,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.88
STU1957,19,Male,High School,8.3,88.1,58.2,25.1,79.1,No,No,Yes,7.2,59.8,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.98
STU1958,18,Male,Bachelor,21.5,74.2,60.9,26.8,78.5,Yes,Yes,No,6.2,67.2,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.72
STU1959,18,Male,Bachelor,13.1,73.6,58.8,27.6,65.3,No,Yes,No,7.3,58.7,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.87
STU1960,20,Female,Master,13.6,51.6,72.4,24.1,62.3,No,No,Yes,5.4,54.3,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.43
STU1961,18,Female,Master,18.1,64.8,40.1,19.6,68.5,No,Yes,No,7.9,50.5,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,5.05
STU1962,20,Female,Bachelor,18.4,68.1,88.0,39.2,61.5,Yes,Yes,No,7.0,79.1,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.91
STU1963,18,Male,Bachelor,7.3,59.0,51.6,24.2,57.4,No,No,No,6.6,44.8,At-Risk,No,Critical (<65%),Low (<8 hrs),High Risk,4.48
STU1964,19,Female,Diploma,11.0,59.4,35.4,17.7,54.2,No,Yes,Yes,5.1,41.5,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.15
STU1965,19,Male,Bachelor,5.7,88.7,64.9,30.6,79.7,No,Yes,No,9.0,69.1,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.91
STU1966,19,Female,Master,15.3,82.8,59.7,19.8,72.0,Yes,Yes,Yes,6.0,62.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.22
STU1967,20,Female,High School,30.2,69.5,62.5,24.4,71.5,Yes,Yes,No,7.3,69.0,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.9
STU1968,19,Male,Bachelor,7.5,69.2,69.4,32.4,78.3,Yes,Yes,No,6.0,69.4,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.94
STU1969,19,Female,High School,5.0,86.5,74.0,34.0,70.8,Yes,Yes,Yes,10.0,66.0,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.6
STU1970,19,Male,Bachelor,9.0,67.4,88.6,37.1,68.0,Yes,Yes,Yes,7.2,79.2,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.92
STU1971,20,Female,Diploma,11.3,81.0,55.3,27.5,78.2,Yes,Yes,No,6.3,68.2,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.82
STU1972,21,Male,Bachelor,18.5,90.4,75.8,33.2,91.6,Yes,Yes,Yes,7.7,76.3,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.63
STU1973,20,Male,Bachelor,10.7,94.3,74.9,36.8,86.1,Yes,Yes,No,7.8,81.7,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.17
STU1974,18,Female,Master,15.5,65.6,30.0,17.7,66.8,No,Yes,No,7.4,49.0,At-Risk,No,Moderate (65-75%),Medium (8-16 hrs),High Risk,4.9
STU1975,18,Male,Bachelor,9.8,71.6,53.3,25.0,69.6,Yes,No,No,6.6,56.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.6
STU1976,19,Female,Bachelor,11.6,86.5,47.0,23.1,75.9,Yes,Yes,No,7.5,60.4,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.04
STU1977,19,Male,Diploma,8.1,88.4,71.3,30.0,73.0,Yes,Yes,Yes,6.8,65.0,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.5
STU1978,18,Female,Diploma,6.7,77.9,69.7,34.5,72.7,No,Yes,Yes,7.0,66.0,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,6.6
STU1979,19,Female,Diploma,18.8,49.3,70.0,32.3,45.6,No,Yes,No,6.1,61.4,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.14
STU1980,19,Male,High School,10.2,76.1,60.7,26.3,74.3,No,Yes,No,5.4,60.4,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.04
STU1981,19,Male,Diploma,16.1,68.1,62.1,23.7,63.8,Yes,No,Yes,7.6,55.0,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.5
STU1982,20,Male,Bachelor,8.1,89.1,64.6,27.4,83.0,No,Yes,No,7.7,59.8,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.98
STU1983,18,Male,Bachelor,12.9,94.8,59.4,22.8,79.0,No,Yes,No,8.4,59.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.97
STU1984,18,Male,Bachelor,3.3,74.1,75.9,36.8,80.5,Yes,Yes,Yes,7.1,76.1,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.61
STU1985,20,Female,Diploma,10.6,72.2,50.0,26.8,78.4,No,Yes,No,6.8,55.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.5
STU1986,19,Female,Diploma,8.5,80.1,54.1,27.6,69.9,No,Yes,No,5.4,57.7,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.77
STU1987,20,Female,Bachelor,22.6,88.8,66.7,38.7,79.0,No,Yes,Yes,7.0,75.8,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.58
STU1988,19,Female,High School,6.1,75.2,59.8,25.3,74.9,No,Yes,Yes,7.4,53.6,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.36
STU1989,18,Female,High School,11.9,93.2,49.5,24.4,77.2,No,Yes,No,5.0,60.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.05
STU1990,20,Female,High School,15.2,64.4,72.4,28.4,62.2,Yes,Yes,No,8.2,69.2,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,6.92
STU1991,20,Male,High School,21.0,80.6,57.0,25.0,71.4,No,Yes,Yes,6.2,61.1,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.11
STU1992,20,Female,High School,19.6,92.6,53.2,18.8,93.1,Yes,Yes,Yes,6.8,67.5,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.75
STU1993,19,Female,High School,12.4,77.5,62.6,30.2,81.3,No,Yes,Yes,7.7,63.4,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.34
STU1994,19,Female,High School,13.3,77.2,52.5,22.4,75.6,Yes,Yes,No,7.0,60.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.08
STU1995,19,Male,Bachelor,22.6,59.5,64.5,21.8,62.1,No,Yes,Yes,8.5,64.5,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.45
STU1996,18,Male,High School,12.3,90.0,60.0,24.6,91.6,Yes,Yes,Yes,7.7,61.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.17
STU1997,21,Male,Diploma,14.1,87.3,57.8,32.3,89.8,Yes,Yes,No,6.8,69.0,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.9
STU1998,18,Female,Master,23.0,73.3,57.9,27.5,80.7,Yes,Yes,No,4.0,64.8,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.48
STU1999,22,Female,Bachelor,35.0,98.7,78.9,38.2,81.6,Yes,Yes,No,8.1,90.0,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,9.0
STU2000,19,Male,Diploma,14.7,85.4,70.2,32.0,73.0,No,Yes,Yes,5.7,64.6,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.46
STU2001,18,Female,Master,16.8,77.8,41.1,17.9,78.0,Yes,Yes,Yes,7.9,60.7,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.07
STU2002,19,Male,Diploma,19.3,80.5,77.4,34.9,77.2,No,No,Yes,7.5,64.9,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.49
STU2003,21,Male,High School,22.9,85.2,72.2,33.3,70.0,Yes,No,No,6.8,66.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.69
STU2004,20,Male,Master,21.3,71.4,71.4,28.3,61.2,Yes,Yes,No,8.0,70.1,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.01
STU2005,20,Female,Bachelor,9.4,59.2,77.4,37.5,69.2,Yes,Yes,Yes,7.6,76.0,Merit,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,7.6
STU2006,20,Female,Diploma,15.2,89.4,65.2,33.3,90.0,Yes,Yes,Yes,7.4,81.1,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.11
STU2007,20,Male,Bachelor,21.4,78.4,73.7,32.5,72.0,No,Yes,No,5.1,68.4,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.84
STU2008,21,Female,Bachelor,25.2,66.8,58.5,24.5,74.6,No,Yes,No,7.0,61.6,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.16
STU2009,18,Male,High School,11.9,76.8,76.9,32.0,75.6,Yes,No,No,5.6,66.7,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.67
STU2010,19,Female,High School,15.0,61.2,68.1,36.8,69.0,No,Yes,No,5.8,65.7,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,6.57
STU2011,18,Female,Diploma,15.9,90.5,45.7,19.0,81.9,Yes,Yes,No,6.6,64.8,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.48
STU2012,23,Female,Master,13.1,91.7,79.5,38.1,76.5,Yes,Yes,No,8.6,77.0,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.7
STU2013,22,Male,High School,14.8,86.9,63.2,27.8,79.5,No,Yes,No,7.4,68.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.82
STU2014,18,Female,Bachelor,3.2,68.5,61.2,26.7,67.1,Yes,Yes,No,7.5,55.4,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.54
STU2015,20,Female,High School,35.0,73.5,58.8,23.8,72.5,No,Yes,No,7.8,63.6,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.36
STU2016,21,Male,Diploma,11.7,89.3,59.8,23.5,74.6,No,Yes,No,6.0,60.9,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.09
STU2017,18,Female,Bachelor,12.1,87.5,68.2,33.3,91.1,No,Yes,Yes,5.3,67.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.72
STU2018,19,Male,Bachelor,4.7,96.6,51.2,19.6,82.5,No,Yes,Yes,5.1,52.6,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.26
STU2019,21,Female,High School,4.2,80.2,43.0,21.0,70.1,Yes,Yes,No,7.3,53.6,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.36
STU2020,18,Male,Diploma,16.5,77.3,50.1,22.9,74.6,Yes,No,No,8.1,56.3,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.63
STU2021,20,Female,Bachelor,21.4,87.1,70.3,34.3,81.7,Yes,Yes,No,8.0,72.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.29
STU2022,19,Female,High School,19.5,85.3,62.7,26.1,78.5,Yes,Yes,Yes,6.1,70.0,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.0
STU2023,21,Male,High School,8.0,90.3,80.6,40.1,88.6,No,Yes,No,8.5,77.3,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.73
STU2024,22,Male,Bachelor,18.9,67.6,64.1,28.4,67.7,No,Yes,Yes,9.2,62.8,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.28
STU2025,22,Male,Bachelor,12.0,90.9,76.8,43.6,85.8,No,Yes,No,7.7,84.0,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.4
STU2026,19,Male,High School,10.5,40.0,55.3,19.2,52.5,No,Yes,Yes,8.6,46.1,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.61
STU2027,21,Male,Bachelor,5.8,79.4,58.9,35.0,66.1,Yes,Yes,Yes,8.0,70.6,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,7.06
STU2028,21,Female,Master,8.6,87.3,65.1,28.9,82.5,No,Yes,Yes,6.7,66.4,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.64
STU2029,19,Male,High School,16.7,70.1,62.9,29.1,76.8,No,Yes,No,6.3,57.9,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.79
STU2030,21,Male,Bachelor,15.1,72.0,61.6,25.6,60.7,No,Yes,Yes,5.2,58.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.85
STU2031,18,Female,High School,14.0,93.6,52.8,18.3,83.6,Yes,No,Yes,6.5,59.3,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.93
STU2032,19,Male,High School,3.1,63.1,42.8,17.4,72.7,No,No,Yes,6.7,39.6,At-Risk,No,Critical (<65%),Low (<8 hrs),High Risk,3.96
STU2033,18,Female,High School,14.1,80.4,73.8,31.9,73.3,Yes,No,Yes,6.8,66.4,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.64
STU2034,18,Female,Diploma,9.3,64.5,72.3,33.2,64.3,No,Yes,No,6.9,64.2,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.42
STU2035,18,Female,Bachelor,15.2,79.8,56.4,29.3,85.5,No,No,Yes,4.5,54.1,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.41
STU2036,20,Female,Diploma,23.2,74.6,70.3,32.3,66.2,No,Yes,Yes,7.9,70.1,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.01
STU2037,19,Female,Bachelor,10.1,96.7,62.7,28.9,79.0,No,Yes,No,8.0,64.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.4
STU2038,20,Male,Diploma,13.5,71.4,80.5,37.6,77.2,No,Yes,No,7.4,68.8,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.88
STU2039,18,Male,High School,32.0,60.9,46.6,14.8,70.0,Yes,Yes,No,5.7,52.8,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,5.28
STU2040,19,Male,Diploma,14.8,85.1,63.2,22.6,79.0,No,Yes,No,7.4,68.7,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.87
STU2041,19,Female,Bachelor,12.7,78.9,62.1,22.7,75.5,No,Yes,No,7.0,60.7,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.07
STU2042,20,Male,Bachelor,8.1,73.7,67.3,29.0,78.3,No,Yes,Yes,7.5,66.4,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.64
STU2043,19,Female,Bachelor,19.2,72.6,86.5,32.4,75.6,No,Yes,No,8.7,70.1,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.01
STU2044,20,Female,Diploma,7.3,82.3,63.3,26.1,72.9,No,Yes,No,6.8,59.6,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.96
STU2045,21,Female,Bachelor,23.7,68.6,75.4,29.1,58.4,No,Yes,No,7.2,69.6,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.96
STU2046,20,Female,High School,17.8,86.3,62.9,30.0,80.0,Yes,Yes,No,6.0,74.5,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.45
STU2047,18,Male,Bachelor,9.5,84.7,80.0,37.5,86.5,Yes,Yes,No,8.0,75.8,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.58
STU2048,18,Female,Master,8.3,84.9,75.5,32.9,87.3,No,No,Yes,7.8,65.4,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.54
STU2049,21,Female,High School,8.4,72.8,60.3,20.5,80.1,No,Yes,Yes,7.2,52.6,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.26
STU2050,18,Male,Diploma,4.2,80.0,59.3,25.9,83.6,No,Yes,No,5.8,57.9,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.79
STU2051,21,Male,Bachelor,16.3,75.6,71.8,33.5,74.5,No,Yes,No,6.2,66.2,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.62
STU2052,19,Female,Bachelor,3.3,84.8,55.8,27.9,78.3,No,Yes,Yes,5.0,50.7,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.07
STU2053,21,Female,High School,12.3,40.5,67.7,36.6,53.8,Yes,Yes,No,6.2,62.5,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.25
STU2054,20,Female,Master,11.9,79.0,60.0,30.9,80.1,No,Yes,No,7.8,67.3,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.73
STU2055,23,Female,Bachelor,10.8,75.6,70.2,32.2,73.7,Yes,No,Yes,7.4,61.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.18
STU2056,19,Female,High School,16.2,67.4,62.7,27.2,58.9,No,Yes,No,7.2,57.0,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.7
STU2057,20,Male,High School,9.5,93.1,55.3,22.3,93.7,No,Yes,No,8.6,59.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.97
STU2058,19,Male,Bachelor,14.1,70.2,80.5,41.0,68.3,No,Yes,Yes,7.3,78.4,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.84
STU2059,19,Male,High School,23.7,73.4,68.4,31.4,68.6,No,Yes,No,6.4,58.9,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.89
STU2060,20,Male,High School,17.2,74.9,64.2,31.1,75.0,No,Yes,Yes,6.2,66.0,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.6
STU2061,21,Female,Bachelor,10.3,86.1,70.9,29.8,83.7,No,Yes,No,6.7,69.9,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.99
STU2062,23,Female,Bachelor,12.9,85.7,41.6,14.4,74.2,No,Yes,Yes,6.5,49.6,At-Risk,No,Excellent (>85%),Medium (8-16 hrs),High Risk,4.96
STU2063,20,Female,Bachelor,10.8,72.8,94.3,41.0,77.7,Yes,Yes,No,8.0,79.7,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.97
STU2064,19,Male,Diploma,11.8,77.2,65.3,28.3,69.8,No,Yes,Yes,7.5,63.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.32
STU2065,19,Female,Bachelor,14.3,93.2,37.5,17.5,79.0,No,Yes,Yes,6.6,54.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.45
STU2066,20,Female,Master,5.6,83.8,81.8,34.2,76.8,No,Yes,No,6.7,76.6,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,7.66
STU2067,18,Female,High School,4.8,75.1,54.5,24.6,77.2,No,Yes,Yes,7.8,54.7,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.47
STU2068,18,Female,Bachelor,7.7,77.7,79.6,39.9,83.7,Yes,Yes,No,8.1,79.1,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,7.91
STU2069,19,Male,Master,16.6,84.0,66.7,24.2,85.0,Yes,Yes,No,5.0,67.0,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.7
STU2070,19,Male,Bachelor,17.7,68.2,43.0,12.0,76.5,No,Yes,No,6.8,51.3,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.13
